ID,AGE
500016.0,32.70199562490387
500022.0,32.84077707745306
500034.0,34.746899782908955
500037.0,33.06300792154421
500041.0,32.307921916298824
500045.0,31.091722793785262
500052.0,34.13536374130909
500053.0,33.12356935105295
500071.0,35.46503044219361
500085.0,34.97960745197048
500087.0,35.79784441255019
500096.0,35.93057319946457
500105.0,35.668277907493284
500106.0,35.00226382561713
500110.0,35.487124733358385
500116.0,30.834759985085693
500123.0,30.681011585158323
500124.0,34.200101130640235
500145.0,35.809810189073616
500170.0,27.56410802918917
500172.0,30.646478098797708
500178.0,33.340515517818204
500189.0,34.72025468728541
500199.0,29.07612007216548
500208.0,32.070525694009525
500210.0,21.875972363984502
500213.0,35.31926036124226
500223.0,35.02568028286978
500235.0,34.97682232772312
500238.0,33.61823384545683
500243.0,35.49043349678818
500253.0,33.85244304080012
500258.0,34.13721429703558
500293.0,33.103036698278615
500294.0,33.14289506871632
500298.0,33.73011741672189
500324.0,34.57067716969918
500345.0,35.049670089727755
500347.0,35.38384133205136
500354.0,34.8306955902086
500356.0,34.57948787515528
500360.0,34.502080871673314
500369.0,32.33584134253661
500391.0,35.54882875564187
500394.0,35.70520550521276
500420.0,26.275575439143104
500421.0,35.785081708371685
500430.0,34.65808720980005
500436.0,35.922137611218425
500437.0,33.40822584748818
500438.0,33.93319275148049
500445.0,35.910091310780956
500448.0,34.0003369522939
500463.0,34.60880388890678
500469.0,35.64128027482287
500471.0,35.65946298055931
500479.0,32.751674416029424
500481.0,34.37986345378268
500485.0,35.5798707020437
500488.0,35.78619566957912
500494.0,34.85301426276268
500497.0,34.04783334422176
500511.0,28.282502417705615
500522.0,35.35806939259367
500533.0,35.768729287232745
500534.0,35.52238488309782
500535.0,35.47679895519171
500539.0,31.25689691470351
500543.0,35.76173708695803
500545.0,35.930515509530494
500546.0,35.916451517836734
500556.0,31.019871206626735
500577.0,31.96553519214889
500584.0,32.45538668301139
500585.0,34.52459354745232
500619.0,35.914364012110944
500621.0,34.37378843049232
500624.0,32.279837959495566
500626.0,35.44275665699861
500637.0,29.946661166968223
500639.0,33.70297884970065
500655.0,35.93119485269766
500656.0,35.925563501296935
500657.0,35.93119485269766
500675.0,34.64164119096854
500676.0,32.74061028973932
500678.0,23.194982152096877
500689.0,35.03209956318688
500694.0,33.881227665670586
500697.0,34.53977945315289
500701.0,35.79835643625237
500718.0,32.56446307297802
500719.0,25.856509255720383
500722.0,34.45713033756641
500729.0,31.698488241121712
500740.0,35.21721770232187
500747.0,35.78069546125794
500749.0,33.77124179037941
500750.0,34.756073947788686
500753.0,35.2308707927226
500758.0,35.74481302526029
500763.0,33.58094054247535
500765.0,35.59471046453438
500768.0,35.37581989167597
500771.0,35.26722805365527
500778.0,32.64563499954834
500785.0,29.15245359717639
500791.0,35.71158591560688
500793.0,34.39798816304822
500801.0,34.593381384558185
500803.0,32.294134021791585
